id,name,address,info,lon,lat
40,モーリーファンタジー旭川パルプ,北海道旭川市パルプ町１条２丁目５０５番地２ショッピングセンタープルプタウン内１階　,開催なし,142.3850555419922,43.77509307861328
41,モーリーファンタジー札幌元町,北海道札幌市東区北３１条東１５丁目１－１イオン３階　,開催なし,141.36907958984375,43.101253509521484
42,"モーリーファンタジー札幌桑園★メザスタシティ★
",北海道札幌市中央区北８条西１４丁目２８番地イオン２階　,開催なし,141.33399963378906,43.06840133666992
43,モーリーファンタジー札幌発寒,北海道札幌市西区発寒８条１２丁目１－１イオン３階　,開催なし,141.27818298339844,43.09579086303711
44,モーリーファンタジー石狩緑苑台,北海道石狩市緑苑台中央１丁目２番ＳｕＣ１階　,開催なし,141.33462524414062,43.159217834472656
45,モーリーファンタジー手稲山口,北海道札幌市手稲区明日風６丁目１番１号ＳｕＣ１階　,開催なし,141.23394775390625,43.14162826538086
46,モーリーファンタジー札幌麻生,北海道札幌市北区北３９条西４－１－５イオン４階　,開催なし,141.3397674560547,43.106502532958984
47,ＰＡＬＯ江別,北海道江別市幸町３５イオン３階　,開催なし,141.53363037109375,43.09698486328125
48,モーリーファンタジー札幌平岡,北海道札幌市清田区平岡３条５丁目３－１イオン２階　,開催なし,141.45814514160156,42.99821853637695
49,モーリーファンタジー札幌苗穂,北海道札幌市東区東苗穂２条３丁目１番１号イオン２階　,開催なし,141.4038848876953,43.07968521118164
50,モーリーファンタジー新さっぽろ,北海道札幌市厚別区厚別中央２条５丁目６－２新札幌アークシティｄＵｏ２２階　,開催なし,141.47116088867188,43.03890609741211
51,モーリーファンタジー札幌琴似,北海道札幌市西区琴似２条４－２－２イオン３階　,開催なし,141.303466796875,43.07652282714844
52,モーリーファンタジー東札幌,北海道札幌市白石区東札幌３条２－１イオン２階　,開催なし,141.385498046875,43.052520751953125
53,モーリーファンタジー登別,北海道登別市若山町４－３３－１イオン２階　,開催なし,141.0688018798828,42.381649017333984
54,モーリーファンタジー苫小牧,北海道苫小牧市柳町３－１－２０イオン２階　,開催なし,141.6403350830078,42.65706253051758
55,モーリーファンタジー湯川,北海道函館市湯川町３－１４－５イオン１・２階　,開催なし,140.79359436035156,41.77766036987305
56,モーリーファンタジー上磯,北海道北斗市七重浜４－４４－１イオン１階　,開催なし,140.71009826660156,41.82268142700195
57,ＰＡＬＯ苫小牧,北海道苫小牧市糸井１３５－１トライアルＧ棟トライアル苫小牧店階　,開催なし,141.52566528320312,42.614356994628906
58,ＰＡＬＯ釧路,北海道釧路郡釧路町桂木１－１－７イオン２階　,開催なし,144.40481567382812,43.00910186767578
59,モーリーファンタジー釧路昭和,北海道釧路市昭和中央４－１８－１イオン２階　,開催なし,144.3594207763672,43.02446746826172
60,モーリーファンタジー中標津,北海道標津郡中標津町南町３番地１０東武サウスヒルズ１階　,開催なし,144.9783172607422,43.53572082519531
61,ＰＡＬＯ網走,北海道網走市駒場北５丁目８３番地駒場ショッピングタウン階　,開催なし,144.28346252441406,44.00181198120117
62,ポケモンセンターサッポロ,北海道札幌市中央区北５条西４－７　大丸札幌店８F,開催なし,141.3494873046875,43.067596435546875
63,ポケモンストア新千歳空港,北海道千歳市美々９８７　新千歳空港国内線ターミナルビル２F,開催なし,141.67848205566406,42.78734588623047
64,イオン小樽,北海道小樽市築港１１番６号玩具売場　,開催なし,141.018310546875,43.1859245300293
65,イオン千歳,北海道千歳市栄町６丁目５１　玩具売場,開催なし,141.6482696533203,42.82899856567383
66,イオン北見,北海道北見市北進町１丁目１－１　玩具売場,開催なし,143.8763885498047,43.809234619140625
67,コジマ×ビックカメライオン西岡,北海道札幌市豊平区西岡３－４－１　イオン札幌西岡ＳＣ内,開催なし,141.38726806640625,43.01752471923828
68,イトーヨーカドーアリオ札幌,北海道札幌市東区北７条東９－２－２０　玩具売場,開催なし,141.37039184570312,43.072914123535156
69,イトーヨーカドー帯広,北海道帯広市稲田町南８線西１０－１　玩具売場,開催なし,143.1990509033203,42.89017105102539
70,イトーヨーカドー屯田,北海道札幌市北区屯田八条３－５－１　玩具売場,開催なし,141.34230041503906,43.139625549316406
71,イトーヨーカドー福住,北海道札幌市豊平区福住二条１－２－５　玩具売場,開催なし,141.40402221679688,43.020599365234375
72,イトーヨーカドー北見,北海道北見市光西町１８５　玩具売場,開催なし,143.869140625,43.79755783081055
73,イトーヨーカドー琴似,北海道札幌市西区琴似二条１－４－１　玩具売場,開催なし,141.30679321289062,43.080604553222656
74,おもちゃのヨシダ本店,北海道旭川市本町３－４３７－２３８　　吉田ビル１Ｆ,開催なし,142.35589599609375,43.78095245361328
75,ヨドバシカメラマルチメディア札幌,北海道札幌市北区北６条西５－１－２２　,開催なし,141.3478240966797,43.06814193725586
76,MEGAドン・キホーテ西帯広店,北海道帯広市西21条南4-1,開催なし,143.14381408691406,42.91188430786133
77,MEGAドン・キホーテ室蘭中島,北海道室蘭市中島町1丁目19-11,開催なし,141.01785278320312,42.35432815551758
78,キャッツアイ苫小牧駅前店,北海道苫小牧市木場町1-3,開催なし,141.59754943847656,42.64178466796875
79,東急百貨店 さっぽろアミューズパーク,北海道札幌市中央区北4条西2-1　札幌東急内９F,開催なし,141.35350036621094,43.0661506652832
80,ユーズランド下田店,青森県上北郡おいらせ町中野平40-1イオンモール下田1F,開催なし,141.41783142089844,40.60477828979492
81,ラ・セラキッズ,青森県青森市八重田4-2-1ﾗ･ｾﾗ東ﾊﾞｲﾊﾟｽ店,開催なし,140.80003356933594,40.82737350463867
82,ゲームランドつがる柏店,青森県つがる市柏稲盛幾世41イオンモールつがる柏2F,開催なし,140.41641235351562,40.802757263183594
83,GiGO弘前,青森県弘前市末広1-3-3,開催なし,140.5,40.6039924621582
84,GiGO八戸,青森県八戸市城下4-25-14,開催なし,141.49729919433594,40.520015716552734
85,ゲームフィールド弘前樋の口店,青森県弘前市樋の口二丁目9-6　イオンタウン弘前樋の口店,開催なし,140.44480895996094,40.6025276184082
86,スペースファンタジーインフィニ店,青森県弘前市城東北三丁目10番地1　さくら野百貨店弘前店4F,開催なし,140.49624633789062,40.607147216796875
87,ソユーゲームフィールド 青森店,青森県青森市浜田一丁目14番地1　イトーヨーカドー青森店2F,開催なし,140.74859619140625,40.80093002319336
88,ソユーゲームフィールド八戸店,青森県八戸市沼館四丁目7番112号　八戸ピアドゥB棟2F,開催なし,141.49758911132812,40.52608108520508
89,ｎａｍｃｏエルムの街ショッピングセンター,青森県五所川原市大字唐笠柳字藤巻５１７－１　エルムの街ＳＣ　本棟２階,開催なし,140.45443725585938,40.79890823364258
90,ラウンドワン青森店,青森県青森市浜田3丁目1番1号,開催なし,140.7486114501953,40.799293518066406
91,ファンタジードーム八戸店,青森県八戸市江陽2-14-1ラピア八戸店別棟,開催なし,141.50315856933594,40.520835876464844
92,タイトーステーション 青森アムゼ店,青森県青森市緑3丁目9番地の2サンロード青森 アムゼ内,開催なし,140.7534637451172,40.80809783935547
93,ハロータイトー むつ,青森県むつ市小川町2-4-8前田百貨店内 4F,開催なし,141.2083282470703,41.293006896972656
94,ハロータイトー イオン七戸十和田駅前店,青森県上北郡七戸町字荒熊内67番地990イオン七戸十和田駅前店内,開催なし,141.15589904785156,40.71832275390625
95,モーリーファンタジー藤崎,青森県南津軽郡藤崎町大字西豊田１－７－１イオン２階　,開催なし,140.50111389160156,40.65778732299805
96,モーリーファンタジーつがる柏,青森県つがる市柏稲盛幾世４１イオン１階　,開催なし,140.41641235351562,40.802757263183594
97,モーリーファンタジー平賀,青森県平川市小和森上松岡１９３－１イオンタウン１階　,開催なし,140.5655059814453,40.59074783325195
98,ＰＡＬＯ五所川原,青森県五所川原市大字唐笠柳字藤巻６４１番１アクロスプラザ五所川原階　,開催なし,140.4616241455078,40.800987243652344
99,モーリーファンタジー鶴田,青森県北津軽郡鶴田町大字鶴田字中泉２４５番地１鶴田フットリバーモール店１階　,開催なし,140.44244384765625,40.76384353637695
100,ＰＡＬＯ黒石,青森県黒石市富士見１０３番地３アクロスプラザ黒石階　,開催なし,140.60107421875,40.66715621948242
101,"モーリーファンタジー下田★メザスタシティ★
",青森県上北郡おいらせ町中野平４０－１イオン２階　,開催なし,141.41783142089844,40.60477828979492
102,モーリーファンタジー八戸田向,青森県八戸市大字田向字毘沙門平２７－１イオン１階　,開催なし,141.50543212890625,40.49391174316406
103,モーリーファンタジー十和田,青森県十和田市大字相坂字六日町山１６６番１ＳｕＣ１階　,開催なし,141.25784301757812,40.602962493896484
104,モーリーファンタジー三沢,青森県三沢市松園町３－１０－１ビードルプラザ三沢店１階　,開催なし,141.36354064941406,40.67605209350586
105,ＰＡＬＯむつ,青森県むつ市中央２丁目７番８号１階　,開催なし,141.1837615966797,41.28708267211914
106,イトーヨーカドー弘前,青森県弘前市大字駅前３－２－１　玩具売場,開催なし,140.48101806640625,40.59941864013672
107,イトーヨーカドー八戸沼館,青森県八戸市沼館４－７－１１１　玩具売場,開催なし,141.4977569580078,40.52606964111328
108,イトーヨーカドー青森,青森県青森市浜田１－１４－１　玩具売場,開催なし,140.74859619140625,40.80093002319336
109,Hapipi Landヒロロ弘前店,青森県弘前市駅前町9-20　ヒロロ4F,開催なし,140.48179626464844,40.59746170043945
110,ファミリーらんどDORA店,岩手県宮古市小山田2-2-1 宮古ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰﾏﾘﾝｺｰﾌﾟDORA内2F,開催なし,141.94276428222656,39.63218688964844
111,チャットタウン北上店,岩手県北上市北鬼柳19地割71番地外パルショッピングセンター,開催なし,141.09339904785156,39.29343795776367
112,ニコアプレイランド,岩手県二戸市米沢字荒谷25ﾆｺｱｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ内,開催なし,141.29444885253906,40.28296661376953
113,プレーゴ金ヶ崎,岩手県胆沢郡金ケ崎町三ケ尻荒巻165ｲｵﾝｽｰﾊﾟｰｾﾝﾀｰ金ヶ崎店内,開催なし,141.10122680664062,39.220062255859375
114,ゲームランド盛岡店,岩手県盛岡市前潟4-7-1イオンモール盛岡2F,開催なし,141.10105895996094,39.71052551269531
115,GiGO水沢,岩手県奥州市水沢区佐倉河字鐙田4-1,開催なし,141.14947509765625,39.152679443359375
116,アミューズメントゾーン 北上店,岩手県北上市本通り二丁目2-1　さくら野百貨店北上店4F,開催なし,141.11590576171875,39.28908157348633
117,ソユーゲームフィールド 釜石店,岩手県釜石市港町二丁目1番1号　イオンタウン釜石店3Ｆ,開催なし,141.8824920654297,39.272457122802734
118,ソユーゲームフィールド 盛岡南店,岩手県盛岡市本宮七丁目1番1号　イオンモール盛岡南1F ,開催なし,141.12892150878906,39.68412780761719
119,ソユーファミリーゲームフィールド 花巻店,岩手県花巻市高木第16地割68番地6 銀河モール花巻内,開催なし,141.135986328125,39.38631057739258
120,タイトーステーション 盛岡マッハランド店,岩手県盛岡市上堂1-2-38マッハランド内,開催なし,141.12791442871094,39.72447204589844
121,モーリーファンタジー盛岡,岩手県盛岡市前潟４－７－１イオン２階　,開催なし,141.10105895996094,39.71052551269531
122,"モーリーファンタジーイオン盛岡南★メザスタシティ★
",岩手県盛岡市本宮７－１－１イオン３階　,開催なし,141.1297607421875,39.684715270996094
123,モーリーファンタジー遠野,岩手県遠野市新穀町１－１１とぴあ２階　,開催なし,141.5323944091797,39.33123779296875
124,モーリーファンタジー盛岡渋民,岩手県盛岡市玉山区渋民字鶴飼２０番地－１ＳｕＣ１階　,開催なし,141.2145538330078,39.824485778808594
125,ＰＡＬＯ久慈,岩手県久慈市長内町第３０地割３２－２久慈ショッピングセンター１階　,開催なし,141.7855224609375,40.1898307800293
126,モーリーファンタジー盛岡南,岩手県盛岡市津志田西２丁目１７－５０盛岡南ショッピングセンターサンサ店１階　,開催なし,141.1486358642578,39.66180419921875
127,モーリーファンタジー前沢,岩手県奥州市前沢区向田２丁目８５イオン２階　,開催なし,141.129638671875,39.0521354675293
128,モーリーファンタジー一関,岩手県一関市山目字泥田８９－１イオン２階　,開催なし,141.113525390625,38.937068939208984
129,モーリーファンタジースーパーセンター一関,岩手県一関市狐禅寺字石ノ瀬１１番１ＳｕＣ１階　,開催なし,141.15365600585938,38.93935012817383
130,白牡丹盛岡,岩手県盛岡市前潟４－７－１　イオン盛岡ショッピングセンター２Ｆ,開催なし,141.10105895996094,39.71052551269531
131,イトーヨーカドー花巻,岩手県花巻市下小舟渡１１８－１　玩具売場,開催なし,141.11785888671875,39.393428802490234
132,トイザらス北上,岩手県北上市有田町１０－３　,開催なし,141.1034698486328,39.29365539550781
133,ユーズランド大河原店,宮城県柴田郡大河原町小島2-1フォルテ2F,開催なし,140.7372283935547,38.064674377441406
134,スイーツ・ハート仙台泉大沢,宮城県仙台市泉区大沢1丁目5-1ｲｵﾝ仙台泉大沢2F,開催なし,140.88113403320312,38.349205017089844
135,プレーゴ加美店,宮城県加美郡加美町字赤塚178　イオンスーパーセンター加美店内,開催なし,140.86572265625,38.56245422363281
136,ゲームランド佐沼店,宮城県登米市南方町新島前46-1イオンタウン佐沼1F  ,開催なし,141.1835174560547,38.68352127075195
137,プラサカプコン石巻店,宮城県石巻市蛇田字新金沼170番地イオン石巻ショッピングセンター2F,開催なし,141.26544189453125,38.443992614746094
138,THE 3RD PLANET BiVi仙台店,宮城県仙台市宮城野区榴岡2-1-25,開催なし,140.88450622558594,38.26118469238281
139,GiGO 仙台,宮城県仙台市青葉区中央2-5-5三経60ビル,開催なし,140.8767547607422,38.261436462402344
140,GiGO仙台コロナワールド,宮城県仙台市宮城野区福室字田中前一番53-1,開催なし,140.96914672851562,38.260223388671875
141,GiGO名取,宮城県名取市飯野坂字土城堀57-1,開催なし,140.88839721679688,38.15664291381836
142,ゲームフィールド仙台長町店,宮城県仙台市太白区長町7丁目20番3号　ザ・モール仙台長町店3階,開催なし,140.87686157226562,38.22582244873047
143,ソユーゲームフィールド古川店,宮城県大崎市古川沢田字筒場浦15番地イオンタウン古川内,開催なし,140.97299194335938,38.59736633300781
144,ｎａｍｃｏアリオ仙台泉店,宮城県仙台市泉区泉中央一丁目五番地一　アリオ仙台泉店内,開催なし,140.88192749023438,38.324249267578125
145,ｎａｍｃｏイオンモール富谷店,宮城県富谷市大清水１－３３－１　イオンモール富谷店２階,開催なし,140.87376403808594,38.36505889892578
146,"ｎａｍｃｏイオンモール名取店★メザスタシティ★
",宮城県名取市杜せきのした５－３－１　イオンモール名取２Ｆ,開催なし,140.89381408691406,38.1639289855957
147,ｎａｍｃｏヨークタウン市名坂店,宮城県仙台市泉区市名坂字中道１００－９,開催なし,140.90576171875,38.315834045410156
148,スーパーノバイオン仙台中山店,宮城県仙台市泉区南中山1-35-57ｲｵﾝ仙台中山店　別館3F,開催なし,140.82891845703125,38.299198150634766
149,スーパーノバ仙台利府店,宮城県宮城郡利府町加瀬字新前谷地55-1利府ﾍﾟｱｶﾞｰﾃﾞﾝ内,開催なし,140.97567749023438,38.327816009521484
150,GAMEBANK仙台泉店,宮城県仙台市泉区大沢2-5-4,開催なし,140.87759399414062,38.35284423828125
151,タイトーステーション 仙台ベガロポリス店,宮城県仙台市太白区西多賀5-24-10,開催なし,140.8479461669922,38.219688415527344
152,モーリーファンタジー古川,宮城県大崎市古川旭二丁目２－１イオン２階　,開催なし,140.97154235839844,38.5677490234375
153,モーリーファンタジー気仙沼,宮城県気仙沼市赤岩舘下６－１外イオン２階　,開催なし,141.57208251953125,38.8874626159668
154,モーリーファンタジー栗原志波姫,宮城県栗原市志波姫新熊谷１１番ＳｕＣ１階　,開催なし,141.06861877441406,38.74872970581055
155,モーリーファンタジー仙台中山,宮城県仙台市泉区南中山１－３５－４０イオン３階　,開催なし,140.82740783691406,38.29799270629883
156,モーリーファンタジー利府,宮城県宮城郡利府町新中道3-1-1　イオンモール新利府　南館3階,開催なし,140.97181701660156,38.323001861572266
157,モーリーファンタジー富谷,宮城県富谷市大清水1丁目33-1イオン１階　,開催なし,140.87376403808594,38.36505889892578
